time;bulk
1320;201.0666667
1330;202.3619048
1340;200.6095238
1350;202.3619048
1360;200.3809524
1370;200.4571429
1380;201.1428571
1390;203.7333333
1400;200.6857143
1410;201.6
1420;201.8285714
1430;204.952381
1440;200.7619048
1450;202.9714286
1460;199.3142857
1470;201.2190476
1480;204.2666667
1490;199.2380952
1500;202.6666667
1510;199.6952381
1520;199.6190476
1530;203.1238095
1540;201.3714286
1550;201.6
1560;202.4380952
1570;201.8285714
1580;202.7428571
1590;202.8952381
1600;200.3047619
1610;201.2952381
1620;202.0571429
1630;200.6857143
1640;201.0666667
1650;201.3714286
1660;200.5333333
1670;200.7619048
1680;201.9047619
1690;201.1428571
1700;200.5333333
1710;202.6666667
1720;201.752381
1730;200.6095238
1740;201.6
1750;203.4285714
1760;200.3047619
1770;201.6
1780;200.5333333
1790;200
