TRACK_ID;POSITION_X;POSITION_Y;POSITION_T;RADIUS;MEAN_INTENSITY_CH1;MEAN_INTENSITY_CH2
0;987.9559342;1260.665468;46;21;135.8022207;710.7356003
0;953.9030503;1221.63328;3;21;12.92852186;686.7321305
0;952.7585921;1221.357373;16;21;35.67938931;700.000694
0;954.0040513;1221.379789;8;21;21.06315059;691.426787
0;986.4273275;1260.850663;51;21;146.4018043;698.500347
0;983.6523697;1262.274919;86;21;197.7120056;694.6363636
0;998.7665592;1258.919831;28;21;54.93199167;685.6183206
0;985.8803731;1260.868625;53;21;150.7473976;700.056211
0;984.7529601;1261.571796;75;21;178.0798057;698.8917418
0;984.0575293;1261.693514;83;21;190.3095073;692.9049271
0;992.5200417;1259.466324;34;21;84.01526718;690.0326162
0;991.6269039;1259.773774;36;21;95.30950729;699.8605135
0;986.0065236;1260.95322;54;21;153.296322;700.1741846
0;953.2272474;1222.1527;2;21;11.35392089;686.1436502
0;984.3867319;1261.545217;77;21;181.3969466;703.8022207
0;983.5997438;1263.773525;90;21;203.1283831;697.9368494
0;996.9734843;1260.050387;31;21;63.45454545;674.0610687
0;984.6301891;1261.156921;70;21;177.7862595;705.8084663
0;984.9303484;1261.456446;63;21;168.795975;707.5829285
0;983.9252254;1265.20519;94;21;201.9875087;686.6655101
0;998.3543009;1259.367104;30;21;57.56835531;689.8806384
0;983.9103374;1261.67202;82;21;184.943789;683.888966
0;984.9844443;1261.5055;68;21;174.332408;709.4330326
0;952.065824;1221.279451;20;21;42.32755031;703.6710618
0;953.4626595;1221.730814;12;21;28.8723109;699.5322693
0;954.1900475;1221.321698;6;21;17.18459403;688.3171409
0;984.4742167;1261.381792;71;21;175.6058293;696.0603747
0;985.3710151;1261.222253;58;21;161.3164469;705.6516308
0;984.4155039;1261.614426;79;21;183.9458709;706.1318529
0;990.4729534;1260.029593;38;21;106.352533;704.1582235
0;988.6245442;1260.241047;44;21;129.7841777;708.1235253
1;623.3846989;1191.470293;22;21;43.42609299;695.8202637
1;633.1813838;1221.478036;1;21;7.517696044;660.1436502
1;604.677269;1148.213308;50;21;150.48161;721.8820264
1;606.2171723;1149.27559;88;21;213.4746704;722.3941707
1;606.6775522;1149.88949;91;21;216.1096461;720.037474
1;605.7302539;1148.065148;74;21;185.6897988;716.9153366
1;605.3999844;1148.108321;67;21;181.9646079;726.5537821
1;605.6125407;1148.308033;84;21;204.0985427;712.4149896
1;628.7048577;1202.795276;10;21;20.44344205;684.1263012
1;627.6082876;1202.718945;15;21;30.48299792;690.0846634
1;605.1095643;1147.959086;62;21;173.5232477;725.4968772
1;627.4064581;1201.663081;18;21;35.76197085;696.2831367
1;605.3201109;1148.08574;73;21;185.0756419;717.074254
1;628.2943499;1203.394757;11;21;21.27272727;683.0902151
1;605.5885456;1147.75573;72;21;182.2421929;713.778626
1;611.8275916;1168.156242;33;21;76.53296322;706.88966
1;604.5335968;1148.673076;45;21;137.7536433;726.1887578
1;605.056435;1148.412405;65;21;178.6245663;725.7210271
1;622.0821331;1189.574874;29;21;54.99236641;700.370576
1;606.1531546;1149.034939;87;21;210.6176266;721.1200555
1;604.9163515;1148.238625;57;21;164.0811936;722.759889
1;604.5318265;1148.446857;46;21;139.3580847;723.4101319
1;606.1558548;1147.486509;83;21;200.1596114;709.1714087
1;605.609141;1148.292088;75;21;187.4122137;718.9424011
1;604.5524922;1148.399885;51;21;149.6537127;713.6710618
1;604.9889806;1148.085904;61;21;172.8181818;723.8716169
1;604.4563567;1148.681987;47;21;142.4531575;729.4233171
1;605.5180799;1148.022926;80;21;192.8272033;724.8841083
1;622.3140253;1189.589017;25;21;48.88619015;698.1811242
1;614.5709935;1177.929064;32;21;70.28174879;702.6551006
1;604.0063388;1149.433743;37;21;102.1533657;714.0652325
1;604.6673676;1148.233238;53;21;155.8244275;715.4136017
1;632.2212178;1204.477694;4;21;9.729354615;678.7682165
1;628.5207809;1203.998024;14;21;28.73282443;694.6099931
1;628.1540377;1202.100304;17;21;33.31644691;692.6627342
1;627.9792477;1203.423934;13;21;26.68563498;687.7841777
1;627.0247798;1200.952649;19;21;38.43997224;696.5829285
1;605.1026906;1148.091479;63;21;175.9500347;726.7980569
1;606.4674696;1149.896624;90;21;217.2699514;722.3178348
1;605.23416;1151.924183;36;21;95.96391395;716.203331
1;604.7987468;1148.224772;54;21;158.4427481;719.5523942
1;605.6985071;1148.032111;77;21;189.3136711;720.1804303
1;628.7627006;1203.547549;9;21;19.38167939;687.0798057
1;624.7464712;1197.518564;21;21;41.74947953;703.7522554
1;606.1433225;1149.262329;86;21;209.1165857;719.0895212
1;606.8453357;1150.243469;94;21;216.7071478;719.0117974
1;605.2316751;1148.108511;70;21;185.1540597;726.8396947
1;622.5553122;1189.360086;28;21;52.64746704;691.4087439
1;605.4982922;1148.183948;79;21;191.5503123;726.7765441
1;604.8355576;1148.286463;58;21;167.2630118;725.5988897
1;605.1719508;1148.144056;68;21;181.980569;726.3539209
1;622.283876;1189.289242;23;21;44.95489244;688.8195697
1;629.1413884;1203.663692;7;21;14.89312977;683.3809854
1;608.8668566;1158.014171;34;21;83.38931298;711.6717557
1;618.6166767;1185.637581;31;21;62.63566967;698.0013879
1;630.5492637;1203.899765;5;21;11.63913949;680.9243581
1;603.8926325;1149.379676;38;21;107.9875087;715.6315059
1;604.5260047;1148.371572;44;21;133.1755725;719.2997918
1;605.5046789;1148.045595;71;21;182.1950035;713.5440666
1;605.1754639;1148.272105;69;21;183.7321305;727.129077
1;621.8620519;1189.117182;30;21;57.01318529;695.4954892
1;605.8584342;1148.652112;85;21;206.9757113;718.3768217
1;604.8462917;1148.154118;60;21;170.6030534;726.2900763
1;606.7000439;1150.136393;93;21;217.1582235;715.7689105
1;604.3036064;1149.114048;40;21;117.147814;724.4031922
1;629.143779;1203.529156;8;21;17.31020125;686.3129771
1;627.6675248;1203.067673;16;21;31.79389313;693.9694656
1;606.0299862;1147.346712;82;21;194.3448994;702.7133935
1;604.6302736;1148.876715;43;21;128.5024289;724.0902151
1;630.698011;1206.676673;3;21;8.959750173;683.8903539
1;604.699925;1148.365959;49;21;148.0208189;722.7765441
1;604.9849484;1148.096941;59;21;168.8764747;725.8723109
1;631.2566244;1203.565146;6;21;13.38931298;681.5655795
1;605.3393243;1148.271207;64;21;175.406662;727.1429563
1;628.7027385;1203.80789;12;21;23.94240111;693.2720333
1;604.3173944;1149.466888;39;21;112.6766135;719.6044414
1;604.5717334;1148.936809;41;21;120.1075642;719.9764053
1;606.4381776;1149.763696;89;21;214.3837613;724.3178348
1;604.8544088;1147.950083;56;21;163.1394865;722.4843858
1;604.9226854;1148.338133;52;21;152.1311589;712.4774462
1;605.8556946;1148.101515;78;21;191.6162387;721.3844552
1;606.6346235;1150.003543;92;21;216.51839;718.7210271
1;629.3889812;1203.704168;2;21;7.387925052;656.7848716
1;605.2454993;1152.475217;35;21;90.33448994;711.7529493
1;604.1460815;1148.788459;42;21;125.9465649;726.2387231
1;604.9875678;1148.346188;55;21;160.1346287;720.8834143
1;605.4715261;1147.809223;81;21;176.7369882;659.9375434
1;621.9402292;1188.966925;26;21;50.26648161;690.6814712
1;604.5831888;1148.597165;48;21;147.0076336;726.6266482
1;621.8030825;1189.718194;24;21;46.81124219;696.4510756
1;626.5930524;1199.830907;20;21;38.97571131;692.3157529
1;605.3495327;1148.024947;76;21;187.6058293;722.3684941
1;605.1296409;1148.184401;66;21;179.0423317;727.5961138
1;622.3942597;1189.391096;27;21;50.90978487;692.4906315
2;1444.353002;1224.565154;64;21;146.592644;603.0346981
2;1505.619593;1224.658039;1;21;7.365718251;567.6897988
2;1445.519508;1224.28822;89;21;175.7612769;597.2581541
2;1501.424051;1216.968244;10;21;18.2630118;581.1832061
2;1443.013263;1224.647167;39;21;93.87092297;602.5405968
2;1443.31503;1224.624251;41;21;101.8466343;604.7210271
2;1443.695939;1224.62022;56;21;134.6592644;600.7064539
2;1501.873356;1218.156721;35;21;74.63289382;595.1013185
2;1443.109688;1224.29154;40;21;99.351839;601.8077724
2;1501.403029;1217.806727;27;21;42.42054129;591.3310201
2;1445.680058;1224.217501;92;21;177.4829979;595.48161
2;1443.604451;1224.605463;52;21;126.4184594;596.2352533
2;1501.455215;1218.042672;26;21;41.42609299;589.9986121
2;1444.826022;1224.548728;78;21;156.0458015;599.5350451
2;1444.998213;1224.309485;81;21;145.0985427;545.5725191
2;1443.694607;1224.566536;55;21;132.6370576;599.8945177
2;1443.536097;1224.441212;42;21;105.3539209;605.0062457
2;1443.518719;1224.49033;48;21;121.8820264;605.2526024
2;1501.258056;1217.714181;29;21;44.77862595;591.5822346
2;1444.793013;1224.349197;76;21;156.185982;597.3816794
2;1501.326418;1217.722372;15;21;26.49340736;586.0909091
2;1501.548854;1217.784834;22;21;36.30117974;589.3872311
2;1444.378803;1224.607604;66;21;148.1943095;604.1311589
2;1501.151553;1217.802679;4;21;10.02290076;578.2005552
2;1501.485601;1217.848636;25;21;40.19430951;589.9798751
2;1445.635243;1224.23747;88;21;174.4295628;599.9902845
2;1443.681716;1224.667923;50;21;124.6335878;606.869535
2;1501.343526;1217.501653;14;21;24.48646773;585.4538515
2;1445.543687;1224.223784;91;21;177.2519084;596.574601
2;1444.721232;1224.463902;74;21;152.5988897;595.3629424
2;1445.080117;1224.368082;84;21;167.7328244;594.0152672
2;1444.395397;1224.558407;67;21;148.8403886;604.5961138
2;1443.974692;1224.758179;62;21;143.3747398;603.2380291
2;1501.566953;1217.866937;18;21;30.56280361;587.5454545
2;1501.271353;1218.240677;11;21;19.29840389;583.611381
2;1501.959504;1218.389262;33;21;63.85496183;588.1582235
2;1501.154105;1217.608661;9;21;17.11034004;581.7564192
2;1502.263037;1218.429206;37;21;83.88480222;598.7057599
2;1444.567075;1224.203483;72;21;150.5274115;592.6453851
2;1501.101955;1217.810613;21;21;34.90700902;588.2303956
2;1443.371566;1224.473939;45;21;114.6460791;605.9222762
2;1501.444845;1218.253448;32;21;58.17904233;585.0631506
2;1444.39611;1224.524526;65;21;146.834143;603.3858432
2;1445.432472;1224.296878;87;21;173.5648855;598.4691187
2;1444.457773;1224.632047;73;21;151.1415684;595.4864677
2;1444.179202;1224.758824;57;21;136.2463567;600.4760583
2;1501.368103;1217.267151;7;21;13.98820264;579.8528799
2;1445.091427;1224.309767;83;21;164.7814018;591.7321305
2;1501.219057;1217.700602;13;21;22.71963914;585.1339348
2;1444.777658;1224.200013;75;21;154.3657183;596.7633588
2;1500.972193;1217.747344;5;21;10.8723109;577.8646773
2;1443.376763;1224.732571;46;21;116.4864677;606.7515614
2;1444.331247;1224.33634;61;21;143.2720333;602.9764053
2;1443.78871;1224.73078;53;21;128.3865371;596.9868147
2;1501.331705;1217.384093;19;21;32.32477446;586.2109646
2;1501.761204;1218.273792;28;21;44.6870229;589.9972241
2;1501.457996;1217.765043;17;21;28.68910479;585.6627342
2;1443.437507;1224.704842;47;21;119.0985427;604.9833449
2;1444.735426;1224.291038;80;21;159.7265788;598.8029146
2;1501.859442;1218.107266;36;21;79.73282443;597.7522554
2;1501.003049;1217.710139;23;21;38.22900763;589.4156836
2;1501.559852;1218.27755;3;21;8.741151978;575.5988897
2;1444.437353;1224.703876;63;21;145.2303956;602.314365
2;1500.688814;1217.190147;8;21;15.27827897;579.6377516
2;1501.455357;1218.059075;34;21;68.73213046;591.6058293
2;1443.522724;1224.781646;54;21;131.3726579;599.1915337
2;1444.643238;1224.489868;77;21;156.444136;597.7473976
2;1445.486155;1224.285107;90;21;176.7668286;596.2428869
2;1500.77751;1217.600747;16;21;27.5870923;586.463567
2;1443.694853;1224.750695;51;21;125.3428175;594.2366412
2;1444.513333;1224.523247;70;21;153.0458015;603.7571131
2;1502.186861;1218.252338;31;21;51.77931992;583.8049965
2;1445.434634;1224.330025;86;21;171.4656489;597.4580153
2;1445.750999;1224.514681;94;21;176.2942401;592.5773768
2;1501.14392;1218.978953;2;21;7.982650937;576.1832061
2;1442.593708;1224.589585;38;21;90.69465649;601.5704372
2;1443.497417;1224.297765;44;21;110.9736294;603.4573213
2;1501.720528;1218.446003;30;21;46.48716169;591.5815406
2;1444.055324;1224.575738;58;21;137.5947259;602.0714781
2;1444.855519;1224.244352;79;21;158.5128383;598.7543373
2;1444.59784;1224.601131;68;21;149.9472588;605.3095073
2;1444.495556;1224.538738;71;21;149.9021513;592.4288688
2;1444.511661;1224.686215;69;21;151.4829979;604.5863983
2;1501.171701;1217.525351;24;21;38.66620402;590.2068008
2;1445.224056;1224.225911;85;21;169.9201943;596.7841777
2;1501.44555;1217.708248;20;21;32.6092991;588.4614851
2;1443.908427;1224.744146;60;21;142.2442748;602.6759195
2;1445.887599;1224.54242;93;21;175.9410132;594.999306
2;1444.915043;1224.293506;82;21;160.8445524;582.9958362
2;1502.11393;1217.841967;6;21;12.51006246;578.8875781
2;1501.344721;1217.081009;12;21;21.81124219;582.1096461
2;1443.328252;1224.459697;43;21;108.8861901;603.7092297
2;1444.082394;1224.482819;59;21;140.59195;601.0298404
2;1443.61712;1224.560028;49;21;123.3726579;604.7696044
3;1384.986672;1211.852836;10;21;20.38861901;596.1013185
3;1345.840573;1166.051054;84;21;178.8195697;635.4857738
3;1387.908357;1223.788202;1;21;8.752949341;579.4788341
3;1346.417931;1165.558637;67;21;159.9160305;646.8063845
3;1384.85602;1211.256808;15;21;28.49201943;598.7702984
3;1346.363572;1165.731862;62;21;154.6981263;645.4392783
3;1346.336869;1166.129186;81;21;154.0825815;577.5988897
3;1346.346248;1165.746952;55;21;143.2185982;642.9333796
3;1346.244687;1165.441018;42;21;113.6030534;646.0117974
3;1384.751833;1210.471735;26;21;44.40458015;603.4968772
3;1346.584471;1165.524812;48;21;130.5218598;649.3372658
3;1383.983574;1210.763129;29;21;48.4184594;604.9125607
3;1346.27469;1165.489037;45;21;123.4052741;647.3872311
3;1346.315523;1165.657449;65;21;158.666898;648.2560722
3;1345.584211;1166.123219;87;21;185.3018737;640.1221374
3;1346.314449;1165.773159;73;21;162.4767523;636.5253296
3;1346.572819;1165.651026;57;21;147.2484386;644.6315059
3;1384.605113;1210.619662;22;21;39.78278973;602.03678
3;1345.425075;1166.444441;88;21;187.5655795;640.6412214
3;1346.107444;1165.723794;50;21;134.9514226;648.9167245
3;1339.235399;1170.855088;91;21;188.9972241;633.0575989
3;1346.11103;1165.76216;74;21;164.0090215;639.0402498
3;1346.41895;1165.378918;53;21;138.6613463;638.9368494
3;1384.915399;1211.949535;4;21;11.63081194;586.5156142
3;1384.865749;1212.27288;14;21;27.06800833;599.1380985
3;1346.603115;1165.645456;47;21;127.5121443;649.3879251
3;1346.086708;1165.852512;80;21;168.8716169;641.2442748
3;1384.486417;1210.462774;32;21;62.26162387;597.5697432
3;1384.540659;1211.255728;18;21;32.92505205;601.2394171
3;1384.997724;1211.925099;11;21;22.36780014;594.6176266
3;1384.500132;1210.703572;33;21;68.2630118;602.1963914
3;1384.232675;1210.996056;25;21;44.01179736;604.3941707
3;1346.28885;1165.831624;72;21;161.6842471;634.6349757
3;1346.020246;1165.61254;51;21;134.1568355;638.0353921
3;1346.180867;1165.631582;70;21;162.6821652;646.2977099
3;1345.609866;1166.158482;86;21;184.147814;637.6877169
3;1384.422527;1210.207138;21;21;38.29215822;600.1089521
3;1384.479436;1210.499817;37;21;89.06245663;611.2512144
3;1338.705817;1171.950128;94;21;188.0534351;623.8015267
3;1385.256275;1210.995198;17;21;31.72866065;599.8244275
3;1384.028939;1211.050313;28;21;47.94795281;604.7543373
3;1345.87616;1166.095704;83;21;176.1519778;632.3990285
3;1346.194893;1165.825888;75;21;165.3823734;638.9916724
3;1385.323795;1212.184247;9;21;19.27133935;594.4795281
3;1346.297109;1165.575461;46;21;125.6315059;649.6030534
3;1346.299654;1165.912713;61;21;152.6918806;645.629424
3;1385.164298;1212.671838;5;21;12.65232477;592.2817488
3;1346.274288;1165.746731;71;21;160.7258848;635.0055517
3;1384.077778;1211.060747;19;21;35.17765441;600.9909785
3;1346.402459;1165.755823;63;21;155.5128383;647.7827897
3;1346.330327;1165.698395;54;21;140.7862595;643.7293546
3;1346.370901;1165.92698;77;21;167.1922276;639.7765441
3;1341.566769;1168.154809;90;21;189.3802915;636.1533657
3;1385.030716;1211.904162;13;21;25.70437196;597.9909785
3;1384.69792;1212.312224;7;21;15.70714781;592.6939625
3;1345.874778;1165.996861;82;21;171.241499;624.2206801
3;1385.05311;1211.472226;16;21;30.28383067;598.3837613
3;1386.518536;1214.346373;3;21;10.25052047;585.3754337
3;1346.314867;1165.529468;43;21;116.5683553;648.5704372
3;1346.456039;1165.748574;59;21;149.6516308;644.667592
3;1346.340697;1165.672704;49;21;132.2255378;647.62873
3;1346.517492;1165.515313;38;21;96.92019431;641.9569743
3;1346.07994;1165.578891;44;21;120.0943789;648.1075642
3;1384.247686;1210.589039;31;21;55.1332408;595.1603053
3;1346.30905;1165.806413;58;21;148.630118;644.8487162
3;1346.102041;1165.960616;79;21;168.9118668;642.0777238
3;1346.109594;1165.784393;68;21;161.7723803;645.4913255
3;1384.422857;1211.136564;23;21;40.44413602;604.537127
3;1385.462564;1212.157203;8;21;17.82650937;594.0173491
3;1384.37366;1210.390679;34;21;74.16238723;604.5752949
3;1384.34695;1210.502919;36;21;84.09021513;611.8369188
3;1346.582489;1165.444467;40;21;106.3504511;642.593338
3;1338.956827;1171.690265;93;21;188.4281749;627.9278279
3;1346.381052;1165.405092;52;21;136.8688411;636.5308813
3;1339.175463;1171.320253;92;21;189.0492713;628.7737682
3;1384.623444;1211.719117;12;21;23.49479528;596.2817488
3;1384.519068;1212.791013;6;21;14.85357391;592.4954892
3;1346.139956;1165.967402;78;21;167.9986121;641.8244275
3;1346.4055;1165.952983;69;21;162.0978487;646.1228314
3;1383.973746;1210.379129;30;21;50.22553782;606.5454545
3;1345.889835;1166.084066;85;21;181.4101319;640.0444136
3;1346.312634;1165.743755;60;21;151.3879251;645.9167245
3;1384.719853;1217.492689;2;21;9.133240805;586.7744622
3;1384.432128;1210.817891;20;21;35.76544067;602.0714781
3;1346.300195;1165.976449;76;21;166.1471201;639.7626648
3;1384.444115;1210.692591;27;21;45.59750173;606.185288
3;1384.341326;1210.508876;35;21;79.38167939;608.2734212
3;1346.328492;1165.864597;66;21;159.6328938;646.6446912
3;1346.55866;1165.926351;64;21;157.7078418;647.5072866
3;1344.255498;1167.083893;89;21;187.2477446;640.6953505
3;1384.748401;1210.687575;24;21;42.19708536;603.7161693
3;1346.384571;1165.568607;39;21;102.0818876;642.5808466
3;1346.716466;1165.628503;41;21;109.2421929;644.8549618
3;1346.382767;1165.647368;56;21;144.4732824;643.2442748
4;1116.18592;1237.762248;27;21;51.47952811;677.6086051
4;1121.096531;1240.826152;92;21;198.2921582;692.4108258
4;1119.341178;1236.351496;1;21;10.53920888;653.7744622
4;1117.904308;1238.889248;64;21;166.4927134;698.702984
4;1116.144598;1237.729028;26;21;50.78001388;676.647467
4;1116.357617;1237.85288;24;21;47.14503817;674.1533657
4;1116.477274;1238.441726;40;21;111.6190146;687.4295628
4;1117.591879;1238.91824;60;21;162.0687023;697.1714087
4;1116.476066;1238.388014;20;21;40.3573907;671.5981957
4;1118.8719;1239.251629;78;21;177.0874393;691.6585704
4;1121.971104;1242.998122;93;21;198.2873005;680.8612075
4;1116.018444;1238.224205;35;21;87.90909091;681.0152672
4;1116.784894;1238.963606;52;21;143.8945177;688.0048577
4;1116.658641;1238.514402;42;21;120.4177654;698.2831367
4;1117.180048;1238.781084;55;21;151.1075642;691.6773074
4;1116.304455;1237.5874;22;21;43.82789729;674.1436502
4;1119.601599;1239.043272;81;21;162.7661346;622.9875087
4;1118.02039;1237.469995;15;21;31.99861207;666.7460097
4;1116.8606;1238.858391;48;21;138.0013879;699.6391395
4;1116.394043;1238.675019;39;21;107.9548924;693.3969466
4;1116.623487;1238.330644;41;21;115.4961832;694.2276197
4;1118.324506;1238.965466;76;21;173.7696044;687.4469119
4;1118.395234;1238.035317;10;21;23.7647467;666.7279667
4;1117.37897;1238.969587;56;21;152.1013185;693.6634282
4;1121.085753;1239.381223;89;21;197.1984733;690.8563498
4;1117.797138;1238.914997;66;21;168.1207495;697.0346981
4;1120.917716;1239.259599;88;21;196.6641221;691.9868147
4;1115.801788;1238.394188;33;21;74.83830673;673.7064539
4;1117.529287;1238.993236;62;21;163.7862595;698.3282443
4;1116.744076;1237.434232;18;21;37.20333102;668.4829979
4;1118.021131;1238.836789;74;21;173.0943789;686.96322
4;1118.019385;1237.840395;11;21;25.46217904;667.7605829
4;1116.640353;1239.021587;50;21;142.8431645;698.5468425
4;1117.881914;1238.886188;67;21;169.0770298;699.1040944
4;1116.364445;1238.010741;29;21;54.35045108;677.07356
4;1120.162107;1239.37275;84;21;188.2026371;684.2144344
4;1116.02005;1238.577363;32;21;69.31505899;673.7453158
4;1117.413369;1238.850328;57;21;154.5725191;691.7453158
4;1118.10487;1239.095607;73;21;171.6606523;686.5600278
4;1121.129551;1239.289776;87;21;195.1214434;691.5968078
4;1118.245407;1238.831155;72;21;170.1346287;682.5850104
4;1117.462185;1236.876826;9;21;21.48022207;655.8834143
4;1118.460626;1236.612928;4;21;13.74045802;657.4295628
4;1117.951505;1238.898993;65;21;167.5787647;698.9208883
4;1117.465743;1237.961762;14;21;30.71131159;667.943789
4;1116.518745;1237.787302;25;21;48.72796669;677.8438584
4;1121.020665;1239.327999;91;21;197.7952811;689.054823
4;1116.79224;1238.758347;45;21;130.0284525;700.7647467
4;1118.294779;1239.162825;75;21;173.8383067;687.8070784
4;1116.761659;1238.151148;17;21;35.87161693;671.6217904
4;1116.64727;1237.648081;19;21;39.79736294;673.7723803
4;1115.981894;1237.508442;28;21;53.14434421;676.8244275
4;1117.660685;1238.830602;61;21;162.4989591;697.519084
4;1117.564746;1237.440193;5;21;14.88965996;657.5225538
4;1118.449907;1238.118758;7;21;18.6092991;665.9132547
4;1116.918104;1238.892996;46;21;133.0860514;700.6439972
4;1120.144936;1239.484146;83;21;184.9868147;682.6398334
4;1119.491229;1239.300721;80;21;178.537821;692.7494795
4;1116.096779;1238.516289;37;21;98.85149202;690.2234559
4;1116.6756;1238.830702;47;21;135.1457321;700.2581541
4;1117.209489;1238.962907;53;21;146.333796;689.7189452
4;1116.408364;1237.532007;21;21;43.57390701;673.7376822
4;1115.992368;1238.185134;31;21;61.72380291;663.9680777
4;1117.505091;1238.689636;63;21;164.000694;698.1269951
4;1115.633028;1238.322986;34;21;81.62179042;676.9028452
4;1116.979003;1238.889217;54;21;149.0124913;690.6259542
4;1122.446354;1244.157821;94;21;197.9368494;678.9174185
4;1116.184087;1238.112402;36;21;93.09160305;681.4288688
4;1120.937955;1239.245983;86;21;192.4885496;689.778626
4;1117.01467;1239.049388;51;21;142.7369882;686.7557252
4;1117.008135;1238.287998;13;21;29.54545455;669.0242887
4;1118.083394;1238.7298;70;21;173.1540597;696.1512838
4;1117.31384;1239.048367;58;21;156.2810548;694.2192922
4;1118.862957;1239.301094;79;21;177.1839001;691.9902845
4;1116.308941;1238.467548;38;21;102.7342124;686.1221374
4;1116.766495;1238.694857;44;21;126.4607911;698.9424011
4;1118.425814;1236.24689;2;21;11.04302568;648.9479528
4;1116.6548;1238.171852;30;21;56.6426093;681.3435115
4;1119.000222;1237.107672;3;21;12.05690493;658.9528105
4;1118.626631;1237.565278;8;21;20.15544761;668.9354615
4;1116.734665;1237.393012;23;21;46.87022901;670.2262318
4;1118.61489;1238.916245;77;21;176.4240111;691.4691187
4;1116.945403;1237.511061;16;21;33.86884108;671.6141568
4;1121.038855;1239.171008;90;21;198.2845246;690.9951423
4;1118.124076;1238.979232;71;21;170.7314365;684.3941707
4;1116.986969;1238.884254;49;21;140.8743928;700.1651631
4;1118.113009;1238.965705;69;21;171.4954892;698.2102706
4;1120.472437;1239.516671;85;21;190.0784178;691.3566967
